1;2;596
1;3;381
1;4;337
1;5;176
2;3;314
2;4;326
2;5;494
2;6;541
3;4;898
3;5;632
3;6;848
3;7;377
4;5;650
4;6;692
4;7;502
4;8;423
5;6;373
5;7;696
5;8;291
5;9;611
6;7;655
6;8;699
6;9;611
6;10;680
7;8;695
7;9;629
7;10;335
7;11;729
8;9;625
8;10;941
8;11;463
8;12;913
9;10;771
9;11;480
9;12;474
9;13;113
10;11;512
10;12;789
10;13;272
10;14;536
11;12;748
11;13;702
11;14;211
11;15;488
12;13;943
12;14;613
12;15;792
12;16;604
13;14;478
13;15;460
13;16;560
13;17;655
14;15;542
14;16;839
14;17;271
14;18;681
15;16;777
15;17;393
15;18;520
15;19;160
16;17;961
16;18;963
16;19;454
16;20;494
17;18;828
17;19;461
17;20;612
17;21;376
18;19;710
18;20;359
18;21;932
18;22;386
19;20;391
19;21;145
19;22;585
19;23;680
20;21;678
20;22;794
20;23;625
20;24;786
21;22;114
21;23;947
21;24;640
21;25;158
22;23;950
22;24;505
22;25;583
22;26;952
23;24;559
23;25;671
23;26;760
23;27;447
24;25;781
24;26;408
24;27;944
24;28;281
25;26;820
25;27;214
25;28;866
25;29;252
26;27;864
26;28;199
26;29;776
26;30;141
27;28;332
27;29;523
27;30;746
27;31;833
28;29;567
28;30;624
28;31;850
28;32;184
29;30;523
29;31;176
29;32;574
29;33;885
30;31;833
30;32;158
30;33;271
30;34;885
31;32;365
31;33;913
31;34;380
31;35;522
32;33;177
32;34;499
32;35;427
32;36;688
33;34;386
33;35;912
33;36;105
33;37;839
34;35;526
34;36;853
34;37;607
34;38;665
35;36;493
35;37;424
35;38;926
35;39;741
36;37;674
36;38;933
36;39;526
36;40;667
37;38;855
37;39;776
37;40;514
37;41;732
38;39;840
38;40;114
38;41;852
38;42;566
39;40;945
39;41;347
39;42;676
39;43;308
40;41;862
40;42;155
40;43;329
40;44;790
41;42;706
41;43;614
41;44;507
41;45;956
42;43;254
42;44;386
42;45;975
42;46;389
43;44;291
43;45;329
43;46;243
43;47;312
44;45;564
44;46;467
44;47;178
44;48;958
45;46;996
45;47;343
45;48;636
45;49;549
46;47;804
46;48;675
46;49;119
46;50;339
47;48;167
47;49;933
47;50;628
47;51;541
48;49;847
48;50;280
48;51;285
48;52;505
49;50;895
49;51;935
49;52;473
49;53;760
50;51;917
50;52;416
50;53;344
50;54;693
51;52;565
51;53;966
51;54;849
51;55;628
52;53;652
52;54;809
52;55;715
52;56;462
53;54;676
53;55;927
53;56;605
53;57;860
54;55;533
54;56;678
54;57;670
54;58;352
55;56;162
55;57;886
55;58;376
55;59;218
56;57;457
56;58;242
56;59;602
56;60;604
57;58;154
57;59;237
57;60;755
57;61;270
58;59;584
58;60;402
58;61;961
58;62;537
59;60;556
59;61;776
59;62;670
59;63;624
60;61;412
60;62;258
60;63;651
60;64;341
61;62;711
61;63;449
61;64;498
61;65;401
62;63;154
62;64;503
62;65;671
62;66;994
63;64;171
63;65;825
63;66;594
63;67;141
64;65;699
64;66;116
64;67;140
64;68;409
65;66;719
65;67;382
65;68;637
65;69;332
66;67;636
66;68;373
66;69;240
66;70;642
67;68;680
67;69;489
67;70;228
67;71;897
68;69;996
68;70;521
68;71;164
68;72;387
69;70;580
69;71;329
69;72;378
69;73;334
70;71;854
70;72;831
70;73;554
70;74;594
71;72;921
71;73;218
71;74;122
71;75;280
72;73;726
72;74;470
72;75;931
72;76;186
73;74;185
73;75;945
73;76;779
73;77;362
74;75;526
74;76;907
74;77;307
74;78;647
75;76;660
75;77;254
75;78;348
75;79;154
76;77;266
76;78;508
76;79;562
76;80;784
77;78;702
77;79;247
77;80;641
77;81;479
78;79;836
78;80;517
78;81;419
78;82;145
79;80;914
79;81;275
79;82;697
79;83;713
80;81;689
80;82;491
80;83;238
80;84;700
81;82;466
81;83;721
81;84;169
81;85;199
82;83;139
82;84;317
82;85;275
82;86;470
83;84;324
83;85;412
83;86;416
83;87;315
84;85;528
84;86;595
84;87;963
84;88;604
85;86;701
85;87;194
85;88;238
85;89;695
86;87;860
86;88;476
86;89;963
86;90;857
87;88;905
87;89;793
87;90;856
87;91;592
88;89;515
88;90;215
88;91;983
88;92;786
89;90;374
89;91;103
89;92;972
89;93;157
90;91;508
90;92;682
90;93;544
90;94;740
91;92;486
91;93;628
91;94;170
91;95;575
92;93;942
92;94;190
92;95;399
92;96;866
93;94;925
93;95;819
93;96;745
93;97;282
94;95;179
94;96;219
94;97;622
94;98;426
95;96;164
95;97;205
95;98;534
95;99;192
96;97;817
96;98;746
96;99;442
96;100;659
97;98;621
97;99;964
97;100;347
97;101;835
98;99;929
98;100;434
98;101;603
98;102;476
99;100;318
99;101;113
99;102;493
99;103;484
100;101;567
100;102;896
100;103;744
100;104;471
101;102;164
101;103;118
101;104;771
101;105;116
102;103;810
102;104;802
102;105;242
102;106;523
103;104;215
103;105;693
103;106;144
103;107;524
104;105;876
104;106;773
104;107;401
104;108;889
105;106;825
105;107;133
105;108;214
105;109;574
106;107;402
106;108;765
106;109;405
106;110;821
107;108;590
107;109;456
107;110;801
107;111;560
108;109;136
108;110;762
108;111;855
108;112;811
109;110;222
109;111;252
109;112;179
109;113;580
110;111;588
110;112;163
110;113;989
110;114;172
111;112;429
111;113;728
111;114;134
111;115;809
112;113;971
112;114;185
112;115;283
112;116;408
113;114;536
113;115;269
113;116;529
113;117;900
114;115;665
114;116;786
114;117;294
114;118;582
115;116;918
115;117;589
115;118;496
115;119;453
116;117;716
116;118;567
116;119;208
116;120;848
117;118;495
117;119;289
117;120;692
117;121;774
118;119;100
118;120;503
118;121;936
118;122;522
119;120;271
119;121;981
119;122;847
119;123;692
120;121;998
120;122;687
120;123;523
120;124;342
121;122;563
121;123;270
121;124;349
121;125;182
122;123;428
122;124;173
122;125;412
122;126;123
123;124;365
123;125;944
123;126;888
123;127;237
124;125;648
124;126;937
124;127;680
124;128;420
125;126;363
125;127;266
125;128;177
125;129;602
126;127;635
126;128;201
126;129;298
126;130;649
127;128;965
127;129;798
127;130;809
127;131;272
128;129;981
128;130;406
128;131;652
128;132;816
129;130;306
129;131;925
129;132;608
129;133;946
130;131;236
130;132;148
130;133;656
130;134;531
131;132;438
131;133;427
131;134;994
131;135;645
132;133;354
132;134;919
132;135;464
132;136;656
133;134;889
133;135;919
133;136;449
133;137;361
134;135;499
134;136;805
134;137;551
134;138;498
135;136;634
135;137;313
135;138;792
135;139;383
136;137;752
136;138;471
136;139;501
136;140;661
137;138;894
137;139;540
137;140;574
137;141;599
138;139;435
138;140;486
138;141;207
138;142;817
139;140;968
139;141;146
139;142;335
139;143;241
140;141;363
140;142;111
140;143;575
140;144;839
141;142;538
141;143;781
141;144;784
141;145;279
142;143;416
142;144;373
142;145;922
142;146;370
143;144;184
143;145;886
143;146;122
143;147;561
144;145;891
144;146;598
144;147;872
144;148;472
145;146;696
145;147;633
145;148;870
145;149;772
146;147;355
146;148;549
146;149;174
146;150;466
147;148;787
147;149;963
147;150;214
147;151;754
148;149;304
148;150;317
148;151;444
148;152;900
149;150;199
149;151;258
149;152;576
149;153;878
150;151;664
150;152;356
150;153;783
150;154;771
151;152;956
151;153;466
151;154;361
151;155;261
152;153;691
152;154;876
152;155;701
152;156;955
153;154;240
153;155;376
153;156;481
153;157;277
154;155;551
154;156;854
154;157;658
154;158;784
155;156;849
155;157;105
155;158;416
155;159;217
156;157;375
156;158;758
156;159;772
156;160;987
157;158;421
157;159;385
157;160;155
157;161;455
158;159;534
158;160;390
158;161;747
158;162;280
159;160;230
159;161;597
159;162;136
159;163;325
160;161;113
160;162;748
160;163;895
160;164;367
161;162;229
161;163;746
161;164;775
161;165;974
162;163;834
162;164;201
162;165;465
162;166;791
163;164;993
163;165;982
163;166;944
163;167;459
164;165;258
164;166;944
164;167;919
164;168;139
165;166;142
165;167;533
165;168;568
165;169;797
166;167;981
166;168;777
166;169;860
166;170;944
167;168;223
167;169;762
167;170;495
167;171;122
