1;2;556
1;3;385
1;4;156
1;5;351
2;3;487
2;4;450
2;5;487
2;6;964
3;4;286
3;5;867
3;6;734
3;7;145
4;5;788
4;6;890
4;7;135
4;8;308
5;6;412
5;7;392
5;8;556
5;9;131
6;7;349
6;8;836
6;9;514
6;10;776
7;8;395
7;9;264
7;10;798
7;11;876
8;9;709
8;10;537
8;11;537
8;12;565
9;10;379
9;11;504
9;12;374
9;13;894
10;11;404
10;12;782
10;13;689
10;14;138
11;12;290
11;13;867
11;14;147
11;15;343
12;13;327
12;14;816
12;15;241
12;16;642
13;14;928
13;15;502
13;16;378
13;17;359
14;15;635
14;16;351
14;17;720
14;18;516
15;16;874
15;17;170
15;18;871
15;19;746
16;17;789
16;18;273
16;19;547
16;20;923
17;18;543
17;19;151
17;20;948
17;21;985
18;19;397
18;20;758
18;21;454
18;22;167
19;20;806
19;21;760
19;22;805
19;23;126
20;21;983
20;22;327
20;23;964
20;24;120
21;22;796
21;23;382
21;24;125
21;25;508
22;23;712
22;24;571
22;25;675
22;26;385
23;24;370
23;25;818
23;26;618
23;27;940
24;25;644
24;26;411
24;27;380
24;28;491
25;26;698
25;27;546
25;28;174
25;29;137
26;27;185
26;28;105
26;29;340
26;30;409
27;28;169
27;29;319
27;30;992
27;31;717
28;29;472
28;30;741
28;31;564
28;32;522
29;30;274
29;31;110
29;32;932
29;33;234
30;31;257
30;32;863
30;33;278
30;34;947
31;32;144
31;33;714
31;34;947
31;35;277
32;33;833
32;34;146
32;35;332
32;36;642
33;34;393
33;35;613
33;36;150
33;37;727
34;35;499
34;36;817
34;37;913
34;38;295
35;36;620
35;37;103
35;38;928
35;39;419
36;37;778
36;38;623
36;39;854
36;40;765
37;38;591
37;39;561
37;40;812
37;41;337
38;39;585
38;40;538
38;41;441
38;42;285
39;40;878
39;41;816
39;42;874
39;43;533
40;41;676
40;42;310
40;43;581
40;44;494
41;42;861
41;43;922
41;44;678
41;45;487
42;43;826
42;44;283
42;45;755
42;46;884
43;44;410
43;45;938
43;46;627
43;47;873
44;45;931
44;46;851
44;47;822
44;48;130
45;46;431
45;47;163
45;48;618
45;49;697
46;47;590
46;48;785
46;49;362
46;50;319
47;48;775
47;49;935
47;50;961
47;51;567
48;49;936
48;50;154
48;51;802
48;52;997
49;50;867
49;51;163
49;52;297
49;53;373
50;51;768
50;52;820
50;53;282
50;54;814
51;52;774
51;53;979
51;54;919
51;55;166
52;53;693
52;54;260
52;55;130
52;56;410
53;54;565
53;55;442
53;56;730
53;57;178
54;55;951
54;56;218
54;57;819
54;58;778
55;56;925
55;57;431
55;58;509
55;59;702
56;57;443
56;58;809
56;59;168
56;60;375
57;58;651
57;59;100
57;60;351
57;61;426
58;59;239
58;60;458
58;61;553
58;62;929
59;60;593
59;61;476
59;62;975
59;63;886
60;61;676
60;62;655
60;63;949
60;64;110
61;62;708
61;63;633
61;64;720
61;65;598
62;63;255
62;64;606
62;65;552
62;66;494
63;64;108
63;65;574
63;66;572
63;67;189
64;65;341
64;66;845
64;67;962
64;68;901
65;66;995
65;67;734
65;68;805
65;69;670
66;67;429
66;68;496
66;69;296
66;70;361
67;68;993
67;69;751
67;70;802
67;71;410
68;69;159
68;70;757
68;71;467
68;72;397
69;70;752
69;71;624
69;72;624
69;73;100
70;71;800
70;72;958
70;73;982
70;74;720
71;72;691
71;73;828
71;74;116
71;75;912
72;73;716
72;74;923
72;75;166
72;76;820
73;74;794
73;75;748
73;76;117
73;77;876
74;75;975
74;76;710
74;77;111
74;78;695
